label,modularity_class
X86EMU_DEBUG_INT10,149
BOOTBLOCK_CONSOLE,264
SPI_FLASH_MEMORY_MAPPED,232
CPU_AMD_AGESA_FAMILY10,375
FMDFILE,376
ARCH_VERSTAGE_POWER8,377
DRIVER_MAXIM_MAX77686,378
DRIVERS_GENERIC_IOAPIC,379
CPU_AMD_PI,380
CACHE_ROM_SIZE_OVERRIDE,381
PAYLOAD_GRUB2,206
H8_DOCK_EARLY_INIT,382
NORTHBRIDGE_AMD_AGESA,383
CPU_INTEL_SLOT_2,384
CPU_INTEL_SLOT_1,385
HAVE_USBDEBUG,232
DRIVERS_TI_TPS65913_RTC,386
ARCH_BOOTBLOCK_RISCV,264
ARM_LPAE,387
SUPERIO_ITE_IT8772F,98
IOAPIC_INTERRUPTS_ON_FSB,79
SUPERIO_SMSC_SCH4037,388
ARCH_VERSTAGE_X86_64,389
COREBOOT_ROMSIZE_KB_512,187
EC_QUANTA_ENE_KB3940Q,390
EC_PURISM_LIBREM,391
EC_GOOGLE_CHROMEEC_PD_BOARDNAME,171
UART_FOR_CONSOLE,172
SUPERIO_FINTEK_F71859,92
DRIVERS_UART_PL011,172
NORTHBRIDGE_INTEL_HASWELL,392
CPU_AMD_SOCKET_F_1207,393
SOUTHBRIDGE_NVIDIA_MCP55,394
DEBUG_USBDEBUG,188
POST_DEVICE_LPC,73
ON_DEVICE_ROM_LOAD,73
USBDEBUG_OPTIONAL_HUB_PORT,188
MMCONF_BASE_ADDRESS,395
BOARD_ROMSIZE_KB_16384,396
GENERIC_UDELAY,147
SOUTHBRIDGE_INTEL_IBEXPEAK,397
SOC_BROADCOM_CYGNUS,398
ELOG_BOOT_COUNT,188
MAINBOARD_SMBIOS_PRODUCT_NAME,249
SOC_INTEL_BROADWELL,399
BOARD_ID_MANUAL,400
ARCH_POWER8,401
CPU_TI_AM335X,402
HAVE_ROMSTAGE_MICROCODE_CBFS_SPINLOCK,403
CPU_INTEL_MODEL_106CX,404
CPU_AMD_SOCKET_754,405
DCACHE_BSP_STACK_SIZE,249
EC_KONTRON_IT8516E,122
DRIVERS_I2C_RTD2132,406
CPU_INTEL_MODEL_F3X,407
PIRQ_ROUTE,408
ARCH_ROMSTAGE_ARMV8_64,409
YABEL_PCI_FAKE_WRITING_OTHER_DEVICES_CONFIG,149
TPM_INIT_FAILURE_IS_FATAL,264
SOUTHBRIDGE_SIS_SIS966,410
IOAPIC,232
ARCH_BOOTBLOCK_ARMV4,264
NORTHBRIDGE_INTEL_I3100,411
DRIVER_TPM_I2C_BUS,264
SOUTHBRIDGE_AMD_AGESA_HUDSON,412
CPU_INTEL_SOCKET_441,413
PLATFORM_USES_FSP1_0,414
SUPERIO_ITE_IT8712F,98
UDELAY_LAPIC_FIXED_FSB,415
BOOTBLOCK_RESETS,416
CMOS_POST_OFFSET,249
UDELAY_TSC,147
CPU_INTEL_SOCKET_MPGA478,417
CPU_INTEL_MODEL_6FX,418
EC_GOOGLE_CHROMEEC_LPC,171
SOUTHBRIDGE_INTEL_I82801IX,232
DEFAULT_CONSOLE_LOGLEVEL_1,3
POWER_BUTTON_DEFAULT_ENABLE,118
RTC,386
EC_GOOGLE_CHROMEEC_I2C_BUS,171
SPI_FLASH,232
SUPERIO_SMSC_MEC1308,419
DRIVERS_UART_8250IO,172
CPU_MICROCODE_CBFS_EXTERNAL_HEADER,34
BOARD_ROMSIZE_KB_12288,420
PCI_OPTION_ROM_RUN_YABEL,149
CPU_INTEL_SOCKET_LGA1155,421
BOARD_SPECIFIC_OPTIONS,79
ARCH_BOOTBLOCK_X86_64,264
ENABLE_POWER_BUTTON,118
CPU_AMD_GEODE_GX2,422
